City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
380,Riviere-Au-Renard,CA,2021-04-16 19:52:23,48.9957,-64.3971,35.6,69,90,14.97
381,Voi,KE,2021-04-16 19:52:23,-3.3945,38.563,72.99,87,81,7.83
382,Neryungri,RU,2021-04-16 19:52:23,56.6709,124.6491,24.98,66,99,7.4
383,Necochea,AR,2021-04-16 19:50:13,-38.5473,-58.7368,66.0,81,88,1.01
384,Sumenep,ID,2021-04-16 19:52:24,-7.0167,113.8667,78.15,81,74,4.25
385,Naberera,TZ,2021-04-16 19:52:24,-4.2,36.9333,61.74,95,53,6.73
386,Jaragua,BR,2021-04-16 19:52:24,-15.7569,-49.3344,78.8,47,40,3.44
387,Den Chai,TH,2021-04-16 19:52:25,17.9837,100.0522,79.0,99,100,2.21
388,Kyotera,UG,2021-04-16 19:52:25,-0.6156,31.5175,64.35,91,94,3.2
389,Gaogou,CN,2021-04-16 19:52:25,34.0175,119.1886,49.01,60,0,16.62
390,Kopervik,NO,2021-04-16 19:52:26,59.2835,5.3067,48.0,76,70,6.91
391,Hofn,IS,2021-04-16 19:52:26,64.2539,-15.2082,42.85,76,91,32.03
392,Belyy Yar,RU,2021-04-16 19:52:26,53.6039,91.3903,48.2,49,0,13.42
393,Redmond,US,2021-04-16 19:50:59,47.674,-122.1215,75.99,32,0,4.81
394,Pizarro,CO,2021-04-16 19:52:27,4.9533,-77.366,76.95,89,100,5.57
395,Half Moon Bay,US,2021-04-16 19:52:27,37.4636,-122.4286,66.99,76,40,12.66
396,Port Lincoln,AU,2021-04-16 19:52:27,-34.7333,135.8667,56.43,76,11,5.91
397,Tairua,NZ,2021-04-16 19:52:28,-37.0167,175.85,61.0,84,48,3.0
398,Auki,SB,2021-04-16 19:52:28,-8.7676,160.7034,77.45,86,26,3.38
399,Mount Isa,AU,2021-04-16 19:50:28,-20.7333,139.5,68.0,34,63,11.5
400,Mindelo,CV,2021-04-16 19:52:29,16.8901,-24.9804,73.4,64,20,31.07
401,Kavaratti,IN,2021-04-16 19:52:29,10.5669,72.642,83.95,72,9,4.81
402,Dunedin,NZ,2021-04-16 19:52:29,-45.8742,170.5036,48.0,66,12,11.99
403,Nautla,MX,2021-04-16 19:52:29,20.2167,-96.7833,88.09,58,4,12.44
404,Yongchang,CN,2021-04-16 19:52:30,30.0381,119.7317,63.0,86,76,7.0
405,Ulladulla,AU,2021-04-16 19:52:30,-35.35,150.4667,53.6,82,54,8.05
406,Canaries,ES,2021-04-16 19:52:30,28.0,-15.5,69.01,73,40,19.57
407,Broken Hill,AU,2021-04-16 19:52:31,-31.95,141.4333,48.2,57,0,3.44
408,Clute,US,2021-04-16 19:52:31,29.0247,-95.3988,73.99,94,90,4.61
409,Cayenne,GF,2021-04-16 19:52:31,4.9333,-52.3333,84.2,70,20,17.27
410,Sahuaripa,MX,2021-04-16 19:52:32,29.05,-109.2333,88.47,12,100,16.28
411,Ejido,VE,2021-04-16 19:52:10,8.5514,-71.2375,75.67,74,100,2.68
412,Hovd,MN,2021-04-16 19:52:32,48.0056,91.6419,43.02,31,0,8.57
413,Mangai,CD,2021-04-16 19:52:32,-4.05,19.5333,68.58,96,71,1.28
414,Vanavara,RU,2021-04-16 19:52:32,60.34,102.2797,14.99,77,100,9.33
415,Broome,US,2021-04-16 19:52:33,42.2506,-75.833,42.01,93,90,9.22
416,Nova Serrana,BR,2021-04-16 19:52:33,-19.8761,-44.9836,74.46,59,10,4.45
417,High Level,CA,2021-04-16 19:52:33,58.5169,-117.136,59.0,29,75,9.22
418,Bilibino,RU,2021-04-16 19:51:27,68.0546,166.4372,18.75,94,100,5.32
419,Hay River,CA,2021-04-16 19:52:34,60.8156,-115.7999,39.2,60,100,4.61
420,Mahon,ES,2021-04-16 19:52:34,39.8885,4.2658,51.8,71,20,12.66
421,Port Macquarie,AU,2021-04-16 19:52:34,-31.4333,152.9167,60.8,100,90,5.75
422,Springbok,ZA,2021-04-16 19:52:35,-29.6643,17.8865,73.13,26,84,3.38
423,Panlaitan,PH,2021-04-16 19:52:35,12.1191,119.8486,82.18,77,100,9.48
424,Quang Ngai,VN,2021-04-16 19:47:47,15.1167,108.8,71.04,93,100,3.27
425,San Patricio,US,2021-04-16 19:52:35,28.017,-97.5169,80.01,83,90,11.5
426,Chicama,PE,2021-04-16 19:52:36,-7.8447,-79.1469,68.0,83,40,11.5
427,Kingston,JM,2021-04-16 19:52:36,17.997,-76.7936,86.0,66,20,24.16
428,Beloha,MG,2021-04-16 19:52:36,-25.1667,45.05,67.93,71,100,17.49
429,Westport,US,2021-04-16 19:52:37,41.1415,-73.3579,46.0,76,90,9.22
430,Maine-Soroa,NE,2021-04-16 19:52:37,13.2114,12.0241,85.5,6,97,6.22
431,Ormara,PK,2021-04-16 19:52:37,25.2088,64.6357,80.01,84,6,7.38
432,Olga,RU,2021-04-16 19:50:42,43.7444,135.2892,39.36,97,100,2.71
433,Pathein,MM,2021-04-16 19:52:38,16.7833,94.7333,75.2,76,95,3.47
434,Sebinkarahisar,TR,2021-04-16 19:52:38,40.2883,38.4236,51.82,66,96,3.76
435,Siuna,NI,2021-04-16 19:52:38,13.7332,-84.7773,93.04,40,34,9.08
436,Capaci,IT,2021-04-16 19:52:39,38.1711,13.2393,57.2,72,40,18.41
437,Sumbe,AO,2021-04-16 19:49:05,-11.2061,13.8437,80.28,82,10,4.59
438,Eregli,TR,2021-04-16 19:51:24,37.5133,34.0467,59.81,50,33,0.76
439,Praia,CV,2021-04-16 19:52:39,14.9215,-23.5087,71.6,68,40,21.85
440,Mbandaka,CD,2021-04-16 19:52:40,0.0487,18.2603,73.09,92,100,4.85
441,Nantucket,US,2021-04-16 19:51:16,41.2835,-70.0995,42.8,75,90,25.32
442,Lysa Hora,UA,2021-04-16 19:52:40,48.1706,31.1099,40.68,92,100,12.46
443,Kaka,TM,2021-04-16 19:52:41,37.3482,59.6143,69.71,35,100,6.73
444,Sapele,NG,2021-04-16 19:52:41,5.8941,5.6767,78.8,86,91,4.79
445,Puerto Colombia,CO,2021-04-16 19:52:41,10.9878,-74.9547,87.8,66,75,10.36
446,Chuncheng,CN,2021-04-16 19:52:42,22.1731,111.7886,74.03,92,100,0.2
447,Nyurba,RU,2021-04-16 19:52:42,63.2842,118.3319,19.62,82,92,12.66
448,Pakxan,LA,2021-04-16 19:52:42,18.3778,103.6601,72.84,94,100,6.22
449,Chara,RU,2021-04-16 19:52:42,56.9064,118.2631,19.31,74,97,1.99
450,Regen,DE,2021-04-16 19:52:43,48.9667,13.1333,36.0,80,63,1.01
451,Talisayan,PH,2021-04-16 19:52:43,6.9872,121.9272,79.59,86,100,7.0
452,Puerto Montt,CL,2021-04-16 19:48:12,-41.4698,-72.9447,64.4,55,40,2.3
453,Dengfeng,CN,2021-04-16 19:52:44,34.4553,113.0281,48.2,24,0,3.6
454,Manokwari,ID,2021-04-16 19:52:44,-0.8667,134.0833,78.64,77,100,6.8
455,Darnah,LY,2021-04-16 19:52:44,32.767,22.6367,67.89,67,98,11.48
456,Tupiza,BO,2021-04-16 19:52:45,-21.45,-65.7167,71.8,11,4,15.86
457,Jiaojiang,CN,2021-04-16 19:52:45,28.6803,121.4428,64.99,76,99,3.58
458,Awbari,LY,2021-04-16 19:52:45,26.5921,12.7805,91.2,8,94,3.98
459,Saint-Raymond,CA,2021-04-16 19:52:45,45.467,-73.6095,46.99,81,100,6.91
460,Pingliang,CN,2021-04-16 19:52:46,35.5392,106.6861,40.14,32,53,1.88
461,Colomi,BO,2021-04-16 19:52:46,-17.35,-65.8667,56.23,68,48,6.17
462,Bereda,ES,2021-04-16 19:51:05,43.2686,-7.5406,45.0,77,9,8.99
463,Quatre Cocos,MU,2021-04-16 19:52:47,-20.2078,57.7625,80.01,94,75,5.75
464,Ginda,IN,2021-04-16 19:52:47,30.6945,78.4932,57.9,41,100,2.3
465,Dingle,PH,2021-04-16 19:52:47,10.9995,122.6711,76.57,87,76,5.3
466,Santiago De Chuco,PE,2021-04-16 19:52:48,-8.15,-78.1833,58.73,68,86,3.42
467,Kharhial,IN,2021-04-16 19:52:48,20.2833,82.7667,83.66,26,0,4.5
468,Celendin,PE,2021-04-16 19:52:48,-6.8703,-78.1517,69.8,49,75,3.44
469,Hasaki,JP,2021-04-16 19:50:41,35.7333,140.8333,55.4,88,75,4.61
470,Asau,RO,2021-04-16 19:52:49,46.4333,26.4,39.99,47,2,5.88
471,Marystown,CA,2021-04-16 19:49:09,47.1666,-55.1483,41.41,66,96,19.17
472,Ayagoz,KZ,2021-04-16 19:52:49,47.9714,80.4392,50.07,39,25,1.7
473,Goroka,PG,2021-04-16 19:52:49,-6.0834,145.3873,60.21,97,79,0.87
474,Taitung,TW,2021-04-16 19:52:50,22.7583,121.1444,74.16,87,18,5.59
475,Kashan,IR,2021-04-16 19:52:50,33.9831,51.4364,70.92,19,9,6.13
476,Aanekoski,FI,2021-04-16 19:52:50,62.6946,25.818,42.8,49,0,4.61
477,Gambo,CF,2021-04-16 19:52:51,4.6482,22.2633,76.87,59,92,2.62
478,Shingu,JP,2021-04-16 19:52:51,33.7333,135.9833,59.81,92,100,9.89
479,Udachnyy,RU,2021-04-16 19:52:51,66.4167,112.4,3.69,92,100,22.62
480,Puerto Quijarro,BO,2021-04-16 19:52:52,-17.7833,-57.7667,92.66,40,89,3.09
481,Basco,PH,2021-04-16 19:52:52,20.4487,121.9702,79.34,74,48,12.35
482,Carmelo,UY,2021-04-16 19:52:52,-33.9892,-58.2856,75.99,64,0,5.75
483,Tayu,ID,2021-04-16 19:52:53,-6.5397,111.0518,76.96,84,71,5.59
484,Grootfontein,NA,2021-04-16 19:52:53,-19.5667,18.1167,55.4,71,3,4.9
485,Pudozh,RU,2021-04-16 19:52:53,61.8099,36.5345,31.82,94,1,3.69
486,Cabildo,AR,2021-04-16 19:52:54,-38.4842,-61.8954,80.01,49,100,1.99
487,Port Hedland,AU,2021-04-16 19:52:54,-20.3167,118.5667,80.6,50,1,9.22
488,Hambantota,LK,2021-04-16 19:52:54,6.1241,81.1185,75.2,100,20,2.3
489,Shenjiamen,CN,2021-04-16 19:52:55,29.9576,122.298,58.14,88,100,5.41
490,Havoysund,NO,2021-04-16 19:52:55,70.9963,24.6622,42.8,81,75,35.68
491,Santa Isabel,BR,2021-04-16 19:52:55,-23.3156,-46.2214,78.8,60,0,8.05
492,Laurens,US,2021-04-16 19:52:56,32.4502,-82.9165,64.4,39,1,5.75
493,Mildura,AU,2021-04-16 19:52:19,-34.2,142.15,42.8,70,0,5.75
494,Yarada,IN,2021-04-16 19:52:56,17.65,83.2667,82.17,71,1,7.87
495,Sinjar,IQ,2021-04-16 19:52:56,36.3209,41.8754,67.89,30,100,6.4
496,Kadoma,JP,2021-04-16 19:52:57,34.7333,135.5833,57.99,54,100,5.35
497,Bowen,AU,2021-04-16 19:52:57,-20.0167,148.2333,66.2,94,90,4.61
498,Morros,BR,2021-04-16 19:52:57,-9.4467,-46.3003,86.34,47,99,3.74
499,Verkhniye Sergi,RU,2021-04-16 19:52:57,56.6469,59.5556,33.15,77,2,3.56
500,Yining,CN,2021-04-16 19:52:58,29.0361,114.5636,56.79,90,100,0.22
501,Kolda,SN,2021-04-16 19:52:58,12.8833,-14.95,104.0,20,0,4.61
502,Comodoro Rivadavia,AR,2021-04-16 19:50:20,-45.8667,-67.5,73.4,31,40,14.97
503,Kirakira,SB,2021-04-16 19:52:59,-10.4544,161.9205,79.74,84,43,7.02
504,Ballina,AU,2021-04-16 19:52:59,-28.8667,153.5667,64.4,82,90,6.91
505,Arrecife,ES,2021-04-16 19:52:59,28.963,-13.5477,69.8,73,40,17.27
506,New Waterford,US,2021-04-16 19:53:00,40.8451,-80.6145,45.0,71,97,3.0
507,Buba,GW,2021-04-16 19:53:00,11.5833,-15.0,79.12,63,0,10.8
508,Tricase,IT,2021-04-16 19:53:00,39.9304,18.3553,52.0,66,40,13.8
509,Igarka,RU,2021-04-16 19:53:01,67.4667,86.5833,-22.97,99,33,5.68
510,Manono,CD,2021-04-16 19:53:01,-7.3,27.4167,69.24,93,92,3.18
511,Kaeo,NZ,2021-04-16 19:51:41,-35.1,173.7833,61.0,89,27,5.99
512,Talnakh,RU,2021-04-16 19:53:01,69.4865,88.3972,-8.34,99,100,4.21
513,Rovaniemi,FI,2021-04-16 19:53:02,66.5,25.7167,41.0,52,0,5.75
514,Bambous Virieux,MU,2021-04-16 19:53:02,-20.3428,57.7575,80.01,94,75,5.75
515,Omboue,GA,2021-04-16 19:53:02,-1.5746,9.2618,79.32,84,40,5.73
516,Kailua,US,2021-04-16 19:53:03,21.4022,-157.7394,75.2,64,40,4.97
517,Halmstad,SE,2021-04-16 19:53:03,56.6745,12.8568,50.0,32,75,6.91
518,Carira,BR,2021-04-16 19:53:03,-10.3608,-37.7011,76.68,72,88,11.9
519,Svetlogorsk,BY,2021-04-16 19:53:03,52.6333,29.7333,43.97,90,61,5.35
520,Amazar,RU,2021-04-16 19:53:04,53.858,120.875,25.68,64,57,2.95
521,Kununurra,AU,2021-04-16 19:51:05,-15.7667,128.7333,68.0,83,73,3.44
522,Oksfjord,NO,2021-04-16 19:53:04,70.2396,22.3479,43.0,61,75,10.36
523,Clemson,US,2021-04-16 19:53:05,34.6834,-82.8374,69.01,28,1,8.05
524,Cuamba,MZ,2021-04-16 19:53:05,-14.8031,36.5372,67.39,85,90,7.47
525,Inta,RU,2021-04-16 19:53:05,66.0317,60.1659,19.6,86,100,4.09
526,Koungou,YT,2021-04-16 19:53:05,-12.7336,45.2042,82.4,78,0,9.22
527,Makokou,GA,2021-04-16 19:53:06,0.5738,12.8642,72.68,92,90,1.59
528,Abeche,TD,2021-04-16 19:53:06,13.8292,20.8324,83.86,5,5,13.2
529,Balabac,PH,2021-04-16 19:53:06,7.9868,117.0645,80.67,81,100,7.85
530,Aden,YE,2021-04-16 19:49:36,12.7794,45.0367,80.65,76,0,18.59
531,Maltahohe,NA,2021-04-16 19:53:07,-24.8333,16.9833,70.38,27,84,6.71
532,Sayat,TM,2021-04-16 19:53:07,38.7839,63.8803,64.4,36,0,9.22
533,Zhangjiakou,CN,2021-04-16 19:53:08,40.81,114.8794,35.17,30,1,11.34
534,Kismayo,SO,2021-04-16 19:53:08,-0.3582,42.5454,83.39,73,96,11.32
535,La Rioja,ES,2021-04-16 19:53:08,42.25,-2.5,44.6,49,0,8.05
536,Lompoc,US,2021-04-16 19:50:34,34.6391,-120.4579,61.0,67,3,16.11
537,Itarema,BR,2021-04-16 19:49:51,-2.9248,-39.9167,80.98,80,100,15.19
538,Ginir,ET,2021-04-16 19:53:09,7.1333,40.7,60.3,73,10,4.83
539,Datia,IN,2021-04-16 19:53:09,25.6667,78.4667,85.23,26,92,3.78
540,Tromso,NO,2021-04-16 19:53:09,69.6496,18.957,41.0,75,75,21.85
541,Kungurtug,RU,2021-04-16 19:51:35,50.5994,97.5228,25.09,87,6,2.1
542,Riyadh,SA,2021-04-16 19:50:13,24.6877,46.7219,80.6,16,0,5.75
543,Chokwe,MZ,2021-04-16 19:53:10,-24.5333,32.9833,68.47,62,94,14.14
544,Dongsheng,CN,2021-04-16 19:53:10,39.8161,109.9776,29.1,26,0,7.43
545,Ahuimanu,US,2021-04-16 19:53:10,21.4447,-157.8378,75.2,64,40,3.78
546,Sanghar,PK,2021-04-16 19:53:11,26.0466,68.9481,80.6,61,1,9.22
547,Rabo De Peixe,PT,2021-04-16 19:53:11,37.8,-25.5833,62.6,88,20,9.22
548,Vila,PT,2021-04-16 19:53:11,42.0304,-8.1588,60.8,44,0,11.5
549,Lamar,US,2021-04-16 19:48:22,33.6668,-95.5836,53.01,93,90,10.36
550,Santiago Del Estero,AR,2021-04-16 19:53:12,-27.7951,-64.2615,86.61,45,83,5.35
551,Zyryanka,RU,2021-04-16 19:53:12,65.75,150.85,1.18,96,94,9.4
552,Amga,RU,2021-04-16 19:53:12,60.8953,131.9608,29.19,86,100,13.98
553,Antofagasta,CL,2021-04-16 19:51:44,-23.65,-70.4,68.0,56,20,12.66
554,Miyang,CN,2021-04-16 19:53:13,24.4042,103.4428,61.65,87,100,4.72
555,Ambon,ID,2021-04-16 19:53:13,-3.6954,128.1814,80.71,76,37,7.94
556,Bonavista,CA,2021-04-16 19:53:13,48.6499,-53.1147,35.6,64,96,5.75
557,Menongue,AO,2021-04-16 19:53:14,-14.6585,17.691,65.88,66,79,3.42
558,Sabha,LY,2021-04-16 19:53:14,27.0377,14.4283,95.83,7,92,10.54
559,Marsabit,KE,2021-04-16 19:53:14,2.3284,37.9899,70.2,63,62,9.8
560,Popondetta,PG,2021-04-16 19:53:14,-8.7537,148.2534,73.8,95,100,2.59
561,Gamba,GA,2021-04-16 19:53:15,-2.65,10.0,78.91,87,85,4.23
562,Kyra,RU,2021-04-16 19:53:15,49.5776,111.9753,27.14,54,3,3.31
563,Los Llanos De Aridane,ES,2021-04-16 19:51:18,28.6585,-17.9182,69.8,68,75,14.97
564,Sheltozero,RU,2021-04-16 19:53:16,61.3667,35.3667,32.2,92,6,4.63
565,Brigham City,US,2021-04-16 19:53:16,41.5102,-112.0155,50.0,25,40,6.91
566,Yerbogachen,RU,2021-04-16 19:52:42,61.2767,108.0108,14.22,85,11,10.71
567,Thinadhoo,MV,2021-04-16 19:53:16,0.5333,72.9333,82.15,63,46,3.47
568,Carutapera,BR,2021-04-16 19:53:17,-1.195,-46.02,78.46,89,100,7.54
569,Hachinohe,JP,2021-04-16 19:53:17,40.5,141.5,46.0,83,100,9.22
570,Neyshabur,IR,2021-04-16 19:53:17,36.2133,58.7958,59.85,42,100,3.15
571,Moyale,KE,2021-04-16 19:53:18,3.5167,39.0584,70.59,71,57,4.83
572,Taoudenni,ML,2021-04-16 19:53:18,22.6783,-3.9836,86.83,13,100,9.53
